ticket_id,text,category
586,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please. Please respond asap!!!",Delivery
587,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
588,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all. Please respond asap!!!",Technical
589,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
590,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
591,"Hi support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet. Thanks...",Refund
592,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Please respond asap!!!",Refund
593,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
594,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue? Please respond asap!!!,Account
595,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
596,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
597,"Hi!!! support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all. Thanks...",Technical
598,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount? Thanks...",Billing
599,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened.,Delivery
600,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
601,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today? Please respond asap!!!,Technical
602,"Hi!!! there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Thanks...",Delivery
603,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon.,Technical
604,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
605,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today? Please respond asap!!! Thanks...,Technical
606,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon. Please respond asap!!! Thanks...,Technical
607,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account.,Account
608,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
609,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
610,"Hi support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet.",Refund
611,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available? Please respond asap!!!,Product Issue
612,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
613,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
614,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account.,Account
615,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise. Please respond asap!!!",Product Issue
616,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package???",Delivery
617,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
618,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Please respond asap!!! Thanks...",Delivery
619,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available? Please respond asap!!!,Product Issue
620,"Hi!!! there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Please respond asap!!! Thanks...",Delivery
621,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account.,Account
622,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please. Please respond asap!!!",Delivery
623,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
624,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
625,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty? Please respond asap!!! Thanks...",Product Issue
626,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
627,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
628,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount? Please respond asap!!!",Billing
629,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package???",Delivery
630,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
631,"Hi!!! support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet.",Refund
632,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount? Please respond asap!!! Thanks...",Billing
633,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
634,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Please respond asap!!!",Refund
635,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
636,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
637,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today? Thanks...,Technical
638,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account? Please respond asap!!!",Account
639,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Please respond asap!!!",Billing
640,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon. Please respond asap!!!,Technical
641,"Hi!!!, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
642,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
643,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Thanks...",Refund
644,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened.,Delivery
645,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
646,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP?",Refund
647,"Hi!!! support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet. Please respond asap!!!",Refund
648,"Hi!!! there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise. Please respond asap!!!",Product Issue
649,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
650,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Please respond asap!!! Thanks...",Refund
651,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon. Thanks...,Technical
652,"Hi!!! support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet. Please respond asap!!!",Refund
653,"Hi!!! there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
654,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
655,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Please respond asap!!! Thanks...",Billing
656,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount? Please respond asap!!!",Billing
657,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today? Please respond asap!!!,Technical
658,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
659,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package???",Delivery
660,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Please respond asap!!!",Billing
661,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon.,Technical
662,"Hi!!! support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet.",Refund
663,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package???",Delivery
664,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account. Thanks...,Account
665,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
666,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened. Thanks...,Delivery
667,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
668,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available? Thanks...,Product Issue
669,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise. Please respond asap!!!",Product Issue
670,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
671,"Hi!!! there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Please respond asap!!!",Delivery
672,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all.",Technical
673,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account. Thanks...,Account
674,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened.,Delivery
675,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
676,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened.,Delivery
677,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue? Thanks...,Account
678,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened. Please respond asap!!! Thanks...,Delivery
679,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise. Thanks...",Product Issue
680,"Hi support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet. Please respond asap!!!",Refund
681,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
682,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon.,Technical
683,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened.,Delivery
684,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon. Please respond asap!!!,Technical
685,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty? Please respond asap!!! Thanks...",Product Issue
686,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
687,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
688,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
689,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened. Thanks...,Delivery
690,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all. Please respond asap!!! Thanks...",Technical
691,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
692,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Please respond asap!!!",Billing
693,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through. Please respond asap!!!,Billing
694,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
695,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
696,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Thanks...",Delivery
697,"Hi!!!, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Please respond asap!!!",Billing
698,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
699,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
700,"Hi!!!, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
701,"Hi!!! there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Please respond asap!!! Thanks...",Delivery
702,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
703,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Please respond asap!!!",Refund
704,"Hi!!!, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account? Please respond asap!!! Thanks...",Account
705,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today? Thanks...,Technical
706,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened. Please respond asap!!!,Delivery
707,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP?",Refund
708,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
709,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please. Please respond asap!!!",Delivery
710,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund. Please respond asap!!!,Refund
711,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
712,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
713,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
714,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please. Please respond asap!!!",Delivery
715,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
716,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise. Please respond asap!!! Thanks...",Product Issue
717,"Hi!!! there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package???",Delivery
718,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon. Please respond asap!!! Thanks...,Technical
719,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
720,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
721,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
722,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available? Thanks...,Product Issue
723,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available? Thanks...,Product Issue
724,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
725,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Please respond asap!!!",Refund
726,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account? Please respond asap!!!",Account
727,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
728,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all. Please respond asap!!!",Technical
729,"Hi support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet.",Refund
730,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
731,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
732,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
733,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
734,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
735,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
736,"Hi!!! there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Thanks...",Delivery
737,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Please respond asap!!! Thanks...",Billing
738,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP? Thanks...",Refund
739,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount? Thanks...",Billing
740,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
741,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund. Thanks...,Refund
742,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
743,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened. Please respond asap!!!,Delivery
744,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
745,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account? Thanks...",Account
746,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
747,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon.,Technical
748,"Hi support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet.",Refund
749,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue? Please respond asap!!!,Account
750,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
751,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Please respond asap!!!",Billing
752,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP?",Refund
753,"Hi!!! there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Thanks...",Delivery
754,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
755,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon.,Technical
756,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue? Please respond asap!!!,Account
757,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please.",Delivery
758,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue? Thanks...,Account
759,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today? Please respond asap!!! Thanks...,Technical
760,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund. Thanks...,Refund
761,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon.,Technical
762,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP?",Refund
763,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP?",Refund
764,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available?,Product Issue
765,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
766,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount? Please respond asap!!!",Billing
767,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty? Please respond asap!!! Thanks...",Product Issue
768,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
769,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
770,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise. Thanks...",Product Issue
771,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
772,"Hi!!!, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account? Please respond asap!!!",Account
773,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Thanks...",Billing
774,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
775,"Hi support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet. Please respond asap!!!",Refund
776,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount? Please respond asap!!!",Billing
777,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available?,Product Issue
778,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP?",Refund
779,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account? Please respond asap!!! Thanks...",Account
780,"Hi!!! support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all.",Technical
781,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all.",Technical
782,"Hi!!! there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise. Thanks...",Product Issue
783,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
784,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
785,"Hi support, I'm trying to place an order on your website. But the checkout page keeps showing an ERROR!!! I cannot complete the purchase at all.",Technical
786,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
787,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through. Thanks...,Billing
788,"Hi!!!, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Please respond asap!!!",Billing
789,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise. Thanks...",Product Issue
790,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
791,"Hi!!! there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Please respond asap!!! Thanks...",Delivery
792,I bought a coffee maker from your website. The machine leaks water whenever I try to use it. Is there a replacement option available?,Product Issue
793,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
794,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account. Please respond asap!!!,Account
795,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
796,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount? Thanks...",Billing
797,I ordered a pair of shoes from your website. The app says delivered but I never received anything! Please help me figure out what happened.,Delivery
798,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
799,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package???",Delivery
800,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
801,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package??? Please respond asap!!!",Delivery
802,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package???",Delivery
803,Hello team. The mobile app crashes every time I try to open the cart section. Please fix this bug soon. Please respond asap!!!,Technical
804,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
805,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account. Please respond asap!!! Thanks...,Account
806,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund.,Refund
807,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
808,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund. Thanks...,Refund
809,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today? Please respond asap!!!,Technical
810,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
811,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
812,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account? Please respond asap!!!",Account
813,"Hi support team, I returned a jacket last week. According to the policy I should have received the refund already. But there is NOTHING in my bank account yet.",Refund
814,"Hi there, I placed an order last week from your online shop. The tracking page still says 'in transit' and has not updated. Honestly this is getting frustrating, where is my package???",Delivery
815,HELLO support team. I think someone accessed my account without permission. Please check the login activity and secure the account.,Account
816,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
817,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through.,Billing
818,"Hi there, I received my order today from your retail store. Unfortunately the product is damaged and has scratches on it. This is NOT what I expected, please advise.",Product Issue
819,"HELLO team, I think there is an issue with my payment. I was charged twice for the SAME order!!! Can you please check and refund the extra amount?",Billing
820,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
821,Good evening support team. My credit card was billed but the order confirmation never arrived. Could you verify if the payment actually went through. Please respond asap!!!,Billing
822,I received the product but it was completely different from what I ordered. This is honestly disappointing :( I would like to return it and get my refund. Thanks...,Refund
823,"HELLO support, my delivery was supposed to arrive yesterday. But nothing showed up at my address yet. Could you check with the courier and update me please. Please respond asap!!!",Delivery
824,"Hi!!!, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
825,"Hi, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
826,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened?? Please respond asap!!!",Billing
827,"Hi, I just checked my bank statement and something looks wrong. There is an additional charge from your store that I don't recognize. Please explain why this charge happened??",Billing
828,"Hi!!!, I tried to log into my retail account today. But the system says my password is incorrect even though I know it's right. Can you help me reset or recover the account?",Account
829,"Hello team, the headphones I purchased stopped working already. It's been only three days since delivery. Can you help with replacement or warranty?",Product Issue
830,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today? Please respond asap!!! Thanks...,Technical
831,I attempted to apply a discount coupon. However the system keeps rejecting the code. Is there a problem with the website today?,Technical
832,I recently changed my email address. Now I cannot log into my shopping account anymore. What should I do to fix this issue?,Account
833,"Hello, I cancelled my order within a few minutes of placing it. However the money was still deducted from my card. Can you please process the refund ASAP?",Refund
